Date,Open,High,Low,Close,voLume
10/7/2022,12.48999325,12.6547952,12.00757308,12.06150818,672478000
10/10/2022,12.02255457,12.10945006,11.3943097,11.65599537,698699000
10/11/2022,11.54712625,11.83178409,11.26945999,11.57209682,667482000
10/12/2022,11.56510505,11.72091702,11.33138565,11.48619938,492590000
10/13/2022,10.95783379,12.06350566,10.8000234,11.94564724,850103000
10/14/2022,12.04253262,12.09646772,11.19055647,11.21352863,713432000
10/17/2022,11.50417672,11.93366098,11.50317847,11.87373257,580774000
10/18/2022,12.32918703,12.4770092,11.6040584,11.95263958,659362000
10/19/2022,11.8647446,12.33518006,11.81979852,12.03653812,523131000
10/20/2022,12.09846299,12.75367586,12.09047222,12.17936611,652398000
10/21/2022,12.08348369,12.48300432,11.87273737,12.45104218,609494000
10/24/2022,12.49299003,12.69474728,12.04952261,12.58388042,517457000
10/25/2022,12.67876763,13.28404038,12.64880294,13.24508667,505482000
10/26/2022,12.85355756,13.37193386,12.69275051,12.88052464,532953000
10/27/2022,13.61364436,13.82139494,13.10625357,13.16018867,583113000
10/28/2022,13.08827457,13.83337962,13.04532595,13.81739807,521040000
10/31/2022,13.76146643,13.82139485,13.28104368,13.48080349,486341000
11/1/2022,13.79442865,13.90829219,13.50277919,13.52675056,432817000
11/2/2022,13.83338273,14.19295045,13.19514948,13.20313931,672628000
11/3/2022,13.02734818,13.76446247,12.94045269,13.40489388,500065000
11/4/2022,13.96921721,14.21192565,13.68056349,14.13901329,612576000
11/7/2022,14.21092782,14.39470705,13.93725737,14.28384018,410061000
11/8/2022,14.78323802,14.87313017,14.19894,14.58447742,595292000
11/9/2022,14.14500552,14.19394746,13.74248923,13.75946903,454414000
11/10/2022,14.78224027,15.75407225,14.52954361,15.73110008,700819000
11/11/2022,15.78803002,16.36933134,15.46342025,16.30740547,655487000
11/14/2022,16.19853867,16.52015277,15.9028934,16.27544594,527852000
11/15/2022,16.70193629,16.9776042,16.36234408,16.64600372,545876000
11/16/2022,16.14260666,16.34236552,15.85395294,15.89090824,649547000
11/17/2022,15.69614142,16.24648079,15.51635712,15.65818691,710894000
11/18/2022,15.94683943,15.98279743,15.10185496,15.39050865,492072000
11/21/2022,15.12882415,15.45842807,15.06190416,15.29862022,404739000
11/22/2022,15.30960872,16.03873333,15.10385557,16.01875687,472866000
11/23/2022,16.0786817,16.50716775,16.02874247,16.49917603,427241000
11/25/2022,16.29841957,16.4672155,16.15259486,16.25047684,167934000
11/28/2022,16.00676881,16.33737291,15.7061313,15.80800819,303741000
11/29/2022,15.8080096,15.91288411,15.50137874,15.62023544,298384000
11/30/2022,15.68217568,16.91401202,15.58227069,16.90701866,565298000
12/1/2022,16.98294515,17.24869275,16.61928862,17.11881638,470977000
12/2/2022,16.64326564,16.91700701,16.42946707,16.86005974,371389000
12/5/2022,16.66324966,16.97895122,16.45644441,16.59431458,352255000
12/6/2022,16.5143883,16.55734696,15.80405939,15.97190094,352694000
12/7/2022,15.75710639,16.17071595,15.65220505,16.10477829,372388000
12/8/2022,16.25763253,17.16277704,15.94392799,17.15278625,515456000
12/9/2022,17.14379362,17.56639447,16.95896887,16.98494339,465338000
12/12/2022,17.02091135,17.52143767,16.78113823,17.51844025,457328000
12/13/2022,18.51349971,18.77225589,17.69427441,18.05493355,656589000
12/14/2022,17.97001077,18.23476177,17.40354686,17.65730667,496888000
12/15/2022,17.1298064,17.30364185,16.68422848,16.93598938,478542000
12/16/2022,16.84807381,17.0249067,16.3945021,16.55534935,478232000
12/19/2022,16.55634595,16.59330975,16.12974927,16.23864555,354039000
12/20/2022,16.04883079,16.29459879,15.83703203,16.06981087,403260000
12/21/2022,16.09878089,16.61129686,16.08679119,16.48541451,325025000
12/22/2022,16.07879952,16.12275859,14.86794433,15.32451248,565045000
12/23/2022,15.18164626,15.32451083,14.86894218,15.19163704,349326000
12/27/2022,15.05976211,15.08573757,14.04272306,14.1076622,464902000
12/28/2022,13.91384597,14.2485296,13.87088636,14.02274323,351066000
12/29/2022,14.38839823,14.66913202,14.21356332,14.58920765,354923000
12/30/2022,14.32046062,14.61518206,14.21955619,14.60019684,310490000
1/3/2023,14.83697335,14.98183686,14.08268632,14.30147934,401277000
1/4/2023,14.55324197,14.83897114,14.22754966,14.73506927,431324000
1/5/2023,14.4773132,14.55024421,14.13463676,14.25152683,389168000
1/6/2023,14.46032841,14.99582238,14.02074443,14.84496498,405044000
1/9/2023,15.26956621,16.04083649,15.12670065,15.6132412,504231000
1/10/2023,15.49235543,15.94692566,15.45738863,15.89397621,384101000
1/11/2023,15.82503934,16.0128615,15.54830054,15.98588657,353285000
1/12/2023,16.08479408,16.62128564,15.47736758,16.4954052,551409000
01/13/2023,16.26262754,16.90602038,16.14973529,16.88304138,447287000
01/17/2023,16.88304244,17.71126008,16.88304244,17.68528366,511102000
01/18/2023,17.65031705,17.8561219,17.26568038,17.36059189,439624000
01/19/2023,17.01990853,17.18075766,16.7151982,16.74916458,452932000
01/20/2023,16.99493224,17.83913533,16.809109,17.82215118,564967000
01/23/2023,18.04693985,19.2268262,17.80117379,19.17487526,655163000
01/24/2023,18.80921912,19.47658942,18.80222576,19.24680519,496204000
01/25/2023,18.89513968,19.35170885,18.56245397,19.30475235,449537000
01/26/2023,19.68239405,20.14695504,19.2597932,19.78329849,489535000
01/27/2023,19.4436172,20.60851623,19.38667184,20.34576416,542142000
01/30/2023,19.93116361,20.12098284,19.13191784,19.14390755,488611000
01/31/2023,19.15189687,19.66840884,18.93210531,19.51855087,498017000
2/1/2023,19.67240141,21.17198314,19.59247705,20.92321968,660477000
2/2/2023,20.98016749,21.92827066,20.68045158,21.68849754,564276000
2/3/2023,20.98016837,21.72446565,20.76936718,21.08007431,429366000
2/6/2023,20.78635049,21.5496289,20.76636892,21.06908417,452197000
2/7/2023,21.36180623,22.23797878,21.13002499,22.15205956,664150000
2/8/2023,22.36585594,22.85639335,21.98721418,22.18402863,559651000
2/9/2023,22.58464772,22.99825622,22.09910672,22.3159008,523876000
2/10/2023,21.66951864,22.05715083,20.79134897,21.24491882,550737000
02/13/2023,21.51765784,22.02717639,20.94220165,21.76742172,474919000
02/14/2023,21.55761692,23.02722811,21.34581728,22.94930267,675474000
02/15/2023,22.52770132,22.83341205,22.08512087,22.7424984,420575000
02/16/2023,22.11209513,22.5287011,21.90629032,21.98122025,412026000
02/17/2023,21.61057028,21.71946658,20.95518973,21.36779976,465888000
02/21/2023,20.98016773,21.47370068,20.59852852,20.63549423,410015000
02/22/2023,20.6874433,21.0840677,20.40171222,20.73439789,513184000
02/23/2023,23.41786179,23.86543861,23.00325283,23.64164925,1117995000
02/24/2023,23.20306816,23.45183357,22.92533081,23.26400948,589716000
02/27/2023,23.64764657,23.85744733,23.43185095,23.47880554,452994000
02/28/2023,23.34992552,23.8024987,23.18408194,23.19407272,455963000
3/1/2023,23.17009425,23.23403488,22.48674028,22.67656136,460026000
3/2/2023,22.46676437,23.35792031,22.4108156,23.29198265,389415000
3/3/2023,23.29797598,23.87742815,23.10815489,23.86743736,412393000
3/6/2023,23.86843513,24.22509638,23.46481548,23.53175354,437429000
3/7/2023,23.58171513,24.10630798,23.22299212,23.26995659,515154000
3/8/2023,23.4687995,24.18124825,23.40584859,24.16226196,513573000
3/9/2023,24.15626674,24.43505179,23.36488062,23.41784096,501257000
3/10/2023,23.39085883,23.6086903,22.70838758,22.94720268,474866000
03/13/2023,22.73436918,23.27994558,22.27972185,22.94820213,421890000
03/14/2023,23.47779528,24.20023466,23.44182196,24.04435539,474910000
03/15/2023,23.74258939,24.26718223,23.34190102,24.20922852,524486000
03/16/2023,24.0083865,25.5681761,23.87548821,25.52121353,583253000
03/17/2023,25.96187329,26.37855007,25.64811545,25.7050724,848547000
03/20/2023,25.59515337,26.00383688,25.11052854,25.8799324,432747000
03/21/2023,26.15971702,26.37155266,25.36133627,26.1787014,547408000
03/22/2023,26.40452665,27.56762631,26.21667257,26.44749451,797295000
03/23/2023,27.09399199,27.47769526,26.66932203,27.16993332,564889000
03/24/2023,27.01005868,27.14595299,26.33458179,26.7582531,454920000
03/27/2023,26.81620732,26.97908114,26.34457289,26.51044464,361026000
03/28/2023,26.42651362,26.49246248,25.82997596,26.38954163,356104000
03/29/2023,26.80421561,27.05701792,26.57639163,26.9630909,393694000
03/30/2023,27.20790397,27.47769524,27.08100155,27.36178398,364516000
03/31/2023,27.1189723,27.81243486,27.08399957,27.75547981,433933000
4/3/2023,27.48768661,27.9783054,27.31482032,27.94333267,398716000
4/4/2023,27.94433138,27.97830543,27.28584158,27.43172836,368592000
4/5/2023,26.80821823,26.97708604,26.3745544,26.86017799,515015000
4/6/2023,26.56340409,27.05902011,26.40652613,27.01605415,397654000
4/10/2023,26.80221953,27.59960163,26.64833951,27.55763435,395279000
4/11/2023,27.70252144,27.76847029,27.10498327,27.14795113,314378000
4/12/2023,27.34879408,27.44671772,26.42750758,26.47447205,446259000
04/13/2023,26.71328721,26.86616855,26.3086022,26.44249725,353615000
04/14/2023,26.48346364,26.86216969,26.19968329,26.73726654,395660000
04/17/2023,26.54441742,26.98507571,26.41251973,26.9810791,321471000
04/18/2023,27.51166998,28.08822262,27.33580574,27.64556503,604812000
04/19/2023,27.33980278,27.97830767,27.21090301,27.90936089,358660000
04/20/2023,27.64956226,28.00828529,26.97908257,27.08300209,427713000
04/21/2023,26.9311177,27.16193963,26.70129636,27.09798813,345103000
04/24/2023,26.99207073,27.34479596,26.65033475,27.02104759,339282000
04/25/2023,27.05701825,27.22588792,26.20468044,26.22066689,378527000
04/26/2023,26.98107779,27.30882275,26.68430704,26.935112,406337000
04/27/2023,27.34179753,27.47369521,26.60436853,27.20490265,377161000
04/28/2023,27.20390861,27.73649472,27.05002668,27.72750282,292216000
5/1/2023,27.81843114,29.03548791,27.75847816,28.88760185,570329000
5/2/2023,28.65777985,28.81365913,28.06124227,28.18814278,402730000
5/3/2023,27.8184272,28.34501926,27.45071233,27.78045654,383387000
5/4/2023,27.62957353,27.83741254,27.21889269,27.54064369,321850000
5/5/2023,27.80444126,28.73272044,27.70951555,28.65777969,361494000
5/8/2023,28.49990177,29.19736094,28.32803604,29.12841415,344979000
5/9/2023,28.87660935,28.95055142,28.42795782,28.54886246,314869000
5/10/2023,28.98252727,29.0904453,28.43895002,28.86262131,369350000
5/11/2023,28.87361497,28.92757399,28.22411888,28.55586052,322149000
5/12/2023,28.50689742,28.75770432,28.0242718,28.31804466,274222000
05/15/2023,28.48591187,28.94655514,28.1301887,28.93056679,293926000
05/16/2023,28.81865521,29.84685923,28.80966331,29.19036674,449405000
05/17/2023,29.56107955,30.17560286,29.40719953,30.15461922,432535000
05/18/2023,30.38644035,31.80334105,30.29650992,31.65345764,748725000
05/19/2023,31.5115633,31.55552983,30.89204478,31.2397747,473908000
05/22/2023,30.87705747,31.49557927,30.65622994,31.15184593,372000000
05/23/2023,30.97597933,31.26375627,30.60726577,30.66422081,356253000
05/24/2023,30.18659444,30.58328814,29.78290811,30.51434135,721419000
05/25/2023,38.49315152,39.44941078,36.60661384,37.95057297,1543911000
05/26/2023,37.860647,39.1396542,37.52091024,38.9158287,714397000
05/30/2023,40.56354787,41.90550581,39.91804849,40.07992172,923401000
05/31/2023,39.45740936,40.26378342,37.79269957,37.80469131,1002580000
6/1/2023,38.45917585,40.01896716,38.31029304,39.73918533,635873000
6/2/2023,40.06592392,40.46861146,39.02772771,39.29652023,482731000
6/5/2023,38.87885366,39.53434363,38.67701051,39.1406517,396094000
6/6/2023,38.79992394,39.12966634,38.1184492,38.62405777,388729000
6/7/2023,38.88887232,39.47247984,37.33091715,37.44983673,511998000
6/8/2023,37.69867073,38.83790472,37.47981982,38.4841423,417772000
6/9/2023,39.01078798,39.68433522,38.54110615,38.74396896,427717000
6/12/2023,39.17369313,39.50346968,38.59208298,39.45550156,388701000
06/13/2023,40.15902,41.07340658,39.7133203,40.99445724,613208000
06/14/2023,40.79659433,42.97113217,40.52477376,42.96813583,740465000
06/15/2023,42.57340612,43.25994527,42.11870969,42.62437057,568622000
06/16/2023,43.4208282,43.69164616,42.63235648,42.66333771,655709000
06/20/2023,42.96913359,43.96046817,42.6453498,43.77858734,451153000
06/21/2023,43.471797,43.5857227,42.05175331,43.01610184,551603000
06/22/2023,42.224628,43.39684074,42.20564357,42.99611282,417737000
06/23/2023,42.43549394,42.78025975,41.98679405,42.18066406,358140000
06/26/2023,42.43249171,42.73528969,40.07307674,40.60472107,594322000
06/27/2023,40.77160853,41.91184134,40.42084626,41.84788513,462175000
06/28/2023,40.63269595,41.81690158,40.49079302,41.0893898,582639000
06/29/2023,41.53009978,41.5720714,40.57274272,40.79459381,380514000
06/30/2023,41.65202124,42.52143615,41.47314054,42.27360153,501148000
7/3/2023,42.48845175,42.86919646,42.17366462,42.38452148,198209000
7/5/2023,42.10671245,43.14801276,42.05674678,42.28859329,323618000
7/6/2023,41.81590875,42.15068292,41.318242,42.07473373,303582000
7/7/2023,42.29358617,43.18498944,42.15168321,42.47446442,355881000
7/10/2023,42.62836092,42.78225685,41.62103447,42.15167999,353908000
7/11/2023,42.45247506,42.7292895,42.03875539,42.37652588,298244000
7/12/2023,43.00410823,43.90550305,42.7482796,43.87252426,481277000
07/13/2023,44.48811628,46.12401457,44.46213276,45.94613647,478204000
07/14/2023,46.55173101,48.05572184,45.02975452,45.43848038,772075000
07/17/2023,46.25792416,46.4647821,45.23161324,46.42980576,510488000
07/18/2023,46.66964932,47.8638468,45.70329943,47.46211624,569164000
07/19/2023,47.43213997,47.78590244,46.7106245,47.04539871,427502000
07/20/2023,46.47577392,47.05538632,45.03174443,45.4894371,537865000
07/21/2023,45.75725826,45.83520882,44.07039178,44.2792511,963769000
07/24/2023,44.70096609,45.07871446,44.01043196,44.58204651,382516000
07/25/2023,44.91083099,46.15199395,44.89284152,45.6483345,348081000
07/26/2023,45.99010415,46.02208416,44.60003915,45.4214859,364237000
07/27/2023,46.48777418,47.3631856,45.71928938,45.86919022,455976000
07/28/2023,46.63666699,46.99542712,46.34986093,46.71861267,331194000
07/31/2023,46.72261276,47.09835978,46.47477816,46.69762802,251055000
8/1/2023,46.42880734,46.86851438,45.99609939,46.47577667,237858000
8/2/2023,45.80022837,45.80922119,43.35786913,44.23927689,530142000
8/3/2023,43.7705949,45.08771088,43.7705949,44.48511505,324176000
8/4/2023,44.95480089,45.61135751,44.36319926,44.65000534,362666000
8/7/2023,45.0807222,45.50943511,44.53308967,45.38651657,322154000
8/8/2023,44.82289024,45.21162904,44.02642439,44.63401794,353843000
8/9/2023,44.24427529,44.28225179,42.10571257,42.52543259,586449000
8/10/2023,42.13170286,43.54475528,41.80692024,42.35955048,492705000
8/11/2023,41.72297026,41.98979311,40.61171728,40.82757187,533085000
08/14/2023,40.45882369,43.77059833,40.28394192,43.723629,690286000
08/15/2023,44.53008608,45.23761095,43.68065444,43.91049957,676512000
08/16/2023,44.49010851,44.64500322,43.37685425,43.45680237,527451000
08/17/2023,43.94048245,44.03241974,42.97213121,43.31490326,452395000
08/18/2023,42.60637609,43.54874382,41.63203217,43.26993179,583768000
08/21/2023,44.46412388,47.03339672,44.19230716,46.93546295,692573000
08/22/2023,48.10267939,48.15464642,45.30256257,45.63733673,755293000
08/23/2023,45.83521628,47.16832054,45.17765698,47.08437729,779046000
08/24/2023,50.18228804,50.23225371,47.12734109,47.13133621,1156044000
08/25/2023,46.98043846,47.77290533,44.99377037,45.98710632,925341000
08/28/2023,46.4507909,46.94845764,44.85786313,46.80355453,685192000
08/29/2023,46.63466573,49.04804505,46.35984885,48.75124359,701397000
08/30/2023,49.01106919,49.89347574,48.39248533,49.2309227,735206000
08/31/2023,49.34685364,49.71060771,48.92513603,49.3218689,528570000
9/1/2023,49.72859378,49.76656647,48.1096786,48.4764328,463830000
9/5/2023,48.19062878,48.81820938,47.82787349,48.51541138,382653000
9/6/2023,48.41247152,48.52040581,46.55256754,47.03328323,468670000
9/7/2023,45.49819008,46.31670799,45.12540866,46.21376801,433330000
9/8/2023,45.91494321,46.5785498,45.24433698,45.54515839,473069000
9/11/2023,46.12080833,46.13579888,44.28589157,45.15138245,473966000
9/12/2023,44.71164468,45.64609527,44.50476589,44.84356689,349256000
09/13/2023,44.57372538,45.90294373,44.4767824,45.45820618,398355000
09/14/2023,45.92293942,45.95991638,45.10442151,45.55415726,370097000
09/15/2023,45.31429093,45.57213838,43.78219302,43.87414169,506831000
09/18/2023,42.72281687,44.21593618,41.97525644,43.94009781,500271000
09/19/2023,43.80718105,43.94010213,42.97666926,43.49436569,373064000
09/20/2023,43.57431737,43.8771403,42.19812954,42.21411896,367108000
09/21/2023,41.55850834,42.07520212,40.95586286,40.99283981,450736000
09/22/2023,41.54750774,42.09019093,41.20670903,41.58548737,479236000
09/25/2023,41.56649572,42.51093866,41.15273817,42.19712448,419091000
09/26/2023,41.97626154,42.7947794,41.63046465,41.88631439,402282000
09/27/2023,42.30507014,42.84675073,41.6044828,42.44298553,444935000
09/28/2023,42.43498662,43.42040585,42.09019245,43.06361771,424663000
09/29/2023,43.80118313,44.11799774,43.28148898,43.47337723,397830000
10/2/2023,44.00405936,45.14838526,43.8351602,44.75561905,433298000
10/3/2023,44.7816034,45.10341612,43.22052326,43.49136353,470850000
10/4/2023,43.71624054,44.11700536,43.26650478,44.01506424,361821000
10/5/2023,44.02405737,44.87355908,43.86215403,44.66168213,393483000
10/6/2023,44.16696663,45.76202709,44.00006519,45.73504257,434436000
10/9/2023,44.81558061,45.57813158,44.34186084,45.24632645,409675000
10/10/2023,45.28331129,46.23174978,45.06144194,45.7710228,368582000
10/11/2023,46.16878585,46.83139731,46.02287195,46.77842712,378137000
10/12/2023,46.74945045,47.58096116,46.30271512,46.91735077,481325000
10/13/2023,46.93233691,47.08824706,45.25332622,45.43421936,474115000
10/16/2023,45.03645463,46.19776888,44.8855426,46.06784821,375099000
10/17/2023,43.97408076,44.72763821,42.45497569,43.912117,812333000
10/18/2023,42.5659142,43.19354649,41.80036652,42.17114639,627294000
10/19/2023,42.78578326,43.27149704,41.85732962,42.07620239,501233000
10/20/2023,41.86532336,42.44498353,41.05380141,41.36262131,477266000
10/23/2023,41.2047179,43.22252979,40.92088476,42.94968796,478530000
10/24/2023,43.05162238,43.67125606,42.66585201,43.6372757,401463000
10/25/2023,43.37243658,43.62429086,41.53052363,41.75439072,398379000
10/26/2023,41.82834704,42.23110953,39.85650967,40.30224609,541001000
10/27/2023,41.10577284,41.18172828,39.99142797,40.47614288,416784000
10/30/2023,41.06280298,41.74140012,40.45715709,41.1367569,388028000
10/31/2023,40.426174,40.85492215,39.20689141,40.75597763,517969000
11/1/2023,40.85992225,42.35604231,40.84493169,42.30007553,437593000
11/2/2023,43.30247683,43.85814908,42.86873437,43.48037338,409172000
11/3/2023,43.99406857,45.28230688,43.69724265,44.97848892,424610000
11/6/2023,45.25831974,45.90793832,44.87254557,45.7240448,400733000
11/7/2023,45.69207549,46.19077834,45.13140506,45.92793655,343165000
11/8/2023,46.07284239,46.83939268,45.94092018,46.54656601,346719000
11/9/2023,47.43903795,48.20158899,46.72246126,46.92234421,540496000
11/10/2023,47.47201898,48.44344652,47.25514775,48.30652618,421245000
11/13/2023,48.29153567,49.0870682,48.07066518,48.59135818,384136000
11/14/2023,49.65073125,49.80463985,49.01110892,49.62674332,416954000
11/15/2023,49.90559139,49.93057438,48.17161264,48.85920715,475497000
11/16/2023,48.65033212,49.49583455,48.30153863,49.45085907,339756000
11/17/2023,49.4948315,49.68771863,48.97813769,49.26896667,325205000
11/20/2023,49.28295286,50.51822485,49.15202951,50.37930679,414120000
11/21/2023,50.0964733,50.48724183,49.19300646,49.9145813,565747000
11/22/2023,49.82263402,50.30534739,47.66190506,48.68730164,899420000
11/24/2023,48.44145529,48.89218989,47.71687998,47.74786377,294645000
11/27/2023,47.77184013,48.50140962,47.6239285,48.21358109,395662000
11/28/2023,48.20758789,48.29453845,47.44503683,47.79283142,401491000
11/29/2023,48.3505062,48.73328003,47.83181089,48.11164474,382005000
11/30/2023,47.99570985,48.08166154,46.39465613,46.74245071,526247000
12/1/2023,46.49759696,47.17219861,46.1597948,46.73745346,369317000
12/4/2023,46.04985982,46.04985982,44.98348695,45.48319244,437543000
12/5/2023,45.44321632,46.57664694,45.24831434,46.54266739,371718000
12/6/2023,47.19133395,47.36324862,45.38923629,45.48019028,380590000
12/7/2023,45.67709251,46.60562768,45.58113996,46.57264328,350823000
12/8/2023,46.5716465,47.717072,46.52666707,47.48218918,359224000
12/11/2023,47.46719927,47.50717632,45.80703244,46.60363007,509728000
12/12/2023,46.02292498,47.64211204,46.02292498,47.63311768,372387000
12/13/2023,47.60513041,48.56964691,47.58414102,48.06389999,447792000
12/14/2023,48.36574839,48.64560684,47.398235,48.32576752,391232000
12/15/2023,48.16985101,49.37924379,48.09588678,48.8655014,479948000
12/18/2023,49.37524016,50.40771951,49.12536547,50.05189896,412587000
12/19/2023,49.39922962,49.67509227,48.87049541,49.57913971,464444000
12/20/2023,49.63010831,49.97393764,48.07388957,48.08688354,397894000
12/21/2023,48.78653534,49.07039339,48.39472972,48.96544647,300425000
12/22/2023,49.17034165,49.35824714,48.4427059,48.80552673,252507000
12/26/2023,48.94345422,49.57513741,48.93545881,49.25429916,244200000
12/27/2023,49.48618564,49.65509965,49.06039666,49.39223099,233648000
12/28/2023,49.61812632,49.85900287,49.38723926,49.49718475,246587000
12/29/2023,49.7880393,49.97194903,48.72657118,49.49718475,389293000
1/2/2024,49.21931694,49.27029006,47.57114521,48.14385605,411254000
1/3/2024,47.46120466,48.15985187,47.29628643,47.5451622,320896000
1/4/2024,47.74306238,48.47569678,47.48419329,47.97394943,306535000
1/5/2024,48.43771523,49.52217057,48.28179137,49.07239532,415039000
1/8/2024,49.48718686,52.2488026,49.45420245,52.22681046,642510000
1/9/2024,52.37474091,54.29777651,51.66409487,53.11336899,773100000
1/10/2024,53.58913203,54.57263625,53.46219296,54.32276154,533796000
1/11/2024,54.9714384,55.31826462,53.53316036,54.79452515,596759000
1/12/2024,54.592624,54.94245087,54.30277224,54.68257904,352994000
01/16/2024,54.99042965,56.8065166,54.87248876,56.35374451,449580000
01/17/2024,56.31876135,56.44269976,54.71256827,56.02490997,474394000
01/18/2024,57.23130762,57.57113741,56.07888546,57.0783844,491650000
01/19/2024,57.95992808,59.47017219,57.19631114,59.46117783,543501000
01/22/2024,60.01890221,60.30076236,59.04039281,59.62409973,452955000
01/23/2024,59.54014514,59.8799749,58.55563818,59.84299469,294654000
01/24/2024,60.27377328,62.81749576,59.90795561,61.33124161,560271000
01/25/2024,62.31875501,62.6875734,60.81950666,61.58612442,482777000
01/26/2024,60.92944842,61.75203783,60.54264515,61.00041199,390309000
01/29/2024,61.20131294,62.45768298,60.87647886,62.43369675,348733000
01/30/2024,62.86847857,63.46117989,62.22879611,62.74253845,410735000
01/31/2024,61.40920803,62.23779496,60.66958102,61.49616623,453795000
2/1/2024,62.06887734,63.15933401,61.61910591,62.99541473,369146000
2/2/2024,63.94192986,66.56661293,63.65807182,66.12683868,476578000
2/5/2024,68.19081647,69.46218235,67.17133086,69.2972641,680078000
2/6/2024,69.59510487,69.71904329,66.26677937,68.18881226,683111000
2/7/2024,68.28475158,70.18479957,67.56611024,70.06385803,495575000
2/8/2024,70.03886832,70.75850859,69.42018296,69.60608673,414422000
2/9/2024,70.49765833,72.14883107,70.17682002,72.09686279,436637000
2/12/2024,72.56361295,74.57360667,71.21429107,72.21179199,613710000
02/13/2024,70.36472691,73.41319411,69.58511896,72.09185791,602580000
02/14/2024,73.1653353,74.19881393,71.90196852,73.8629837,504917000
02/15/2024,73.83198126,73.93792331,72.36371573,72.62158203,420122000
02/16/2024,74.06286101,74.3647116,72.46466337,72.57660675,495327000
02/20/2024,71.91093505,71.91993322,67.70004938,69.41719055,704833000
02/21/2024,67.97192331,68.85348518,66.21480852,67.43819427,673755000
02/22/2024,74.98740934,78.53562599,74.18281239,78.4986496,865100000
02/23/2024,80.749507,82.35269931,77.53111972,78.77749634,829388000
02/26/2024,79.66005756,80.60559028,78.46565671,79.05236816,503973000
02/27/2024,79.34121962,79.44017666,77.1233374,78.66156006,391705000
02/28/2024,77.58109913,78.89343696,77.08634448,77.62407684,393110000
02/29/2024,79.05436845,79.94991557,78.31073797,79.07235718,507289000
3/1/2024,79.95990532,82.25875565,79.39518605,82.23776245,479135000
3/4/2024,84.08783505,87.65105087,83.67704554,85.19428253,615616000
3/5/2024,85.23126464,86.05789247,83.37910949,85.92494965,520639000
3/6/2024,87.98202031,89.68324305,86.99046652,88.65970612,582520000
3/7/2024,90.11703887,92.72485477,89.5612917,92.62689972,608119000
3/8/2024,95.09478712,97.35576071,86.46670414,87.4882431,1142269000
3/11/2024,86.38973231,88.75665264,84.12776001,85.73503113,678364000
3/12/2024,88.00901063,91.91822969,86.11087111,91.87125397,668075000
03/13/2024,91.01363415,91.46242767,88.39482167,90.84671021,635713000
03/14/2024,89.53630643,90.604821,86.56065395,87.9040451,602318000
03/15/2024,86.89051814,89.50532732,86.21782729,87.79710388,642086000
03/18/2024,90.34693053,92.36301235,87.04542993,88.41481018,668976000
03/19/2024,86.66061872,90.50287458,84.97139148,89.35739899,672171000
03/20/2024,89.75620451,90.36893263,88.18292204,90.33094788,479063000
03/21/2024,92.258068,92.60590946,90.36392469,91.39345551,480372000
03/22/2024,91.09959005,94.73493866,90.79273032,94.24616241,586719000
03/25/2024,93.89832442,96.72203797,93.46752047,94.95883942,552136000
03/26/2024,95.80745786,96.33122191,92.45998011,92.51895142,513648000
03/27/2024,93.06969895,93.19763915,89.08251273,90.20899963,586067000
03/28/2024,89.95910798,91.25852037,89.15247544,90.31494904,435212000
4/1/2024,90.2579789,92.18309876,89.16347516,90.32194519,452441000
4/2/2024,88.40781242,90.0530683,87.58019332,89.41136169,433064000
4/3/2024,88.4438063,90.33294714,88.35984482,88.92358398,370067000
4/4/2024,90.36492116,90.59282202,85.84097663,85.8659668,434965000
